Name;Coord;Winner;Fitness;Score;GameTime;ConquerRadius;AttackMinLife;SupportRadius;SupportMaxCap;SupportMinCap;SupportTownRatio
EA181;<3468, 5, 958>;True;335;335;677;1519;10;380;74;92;44
EA160;<3468, 5, 958>;True;340;340;700;1555;10;520;72;83;46
EA158;<3468, 5, 958>;True;395;395;765;1619;10;712;71;76;50
EA157;<3468, 5, 958>;True;340;340;609;1498;10;699;77;68;49
EA149;<3468, 5, 958>;True;415;415;829;1619;10;712;71;76;50
EA142;<3468, 5, 958>;True;869;870;1172;1530;10;418;75;92;45
EA145;<3468, 5, 958>;True;465;465;968;1519;10;396;75;91;45
EA153;<3468, 5, 958>;False;75;75;595;1502;10;298;76;100;42
EA141;<3468, 5, 958>;True;400;400;738;1502;10;325;74;96;43
EA140;<3468, 5, 958>;False;25;25;525;1590;9;696;72;79;47
EA139;<3468, 5, 958>;True;280;280;526;1509;9;344;75;97;42
EA125;<3468, 5, 958>;True;475;475;997;1506;10;332;76;98;43
EA127;<3468, 5, 958>;False;80;80;757;1500;8;314;75;98;41
EA128;<3468, 5, 958>;False;75;75;664;1615;10;704;71;75;49
EA117;<3468, 5, 958>;True;400;400;872;1548;10;328;71;87;43
EA121;<3468, 5, 958>;True;320;320;641;1588;10;822;73;73;45
EA103;<3468, 5, 958>;True;370;370;705;1535;10;477;76;85;43
EA90;<3468, 5, 958>;False;55;55;670;1504;10;535;76;79;49
EA82;<3468, 5, 958>;False;120;120;820;1509;10;355;75;95;43
EA84;<3468, 5, 958>;True;340;340;639;1541;10;734;74;67;50
EA79;<3468, 5, 958>;False;220;220;853;1629;10;792;71;72;50
EA78;<3468, 5, 958>;False;135;135;814;1518;10;364;72;93;44
EA74;<3468, 5, 958>;True;340;340;655;1619;10;712;71;76;50
EA73;<3468, 5, 958>;True;240;240;505;1587;10;606;72;81;48
EA69;<3468, 5, 958>;True;320;320;624;1570;10;638;72;73;47
EA55;<3468, 5, 958>;False;554;555;1073;1515;10;547;76;67;51
EA59;<3468, 5, 958>;True;375;375;706;1532;10;324;74;91;44
EA40;<3468, 5, 958>;False;359;360;1011;1512;10;379;74;93;43
EA43;<3468, 5, 958>;True;340;340;665;1531;10;631;74;70;47
EA25;<3468, 5, 958>;False;549;550;1169;1521;10;374;74;92;43
EA18;<3468, 5, 958>;True;420;420;775;1527;10;739;74;54;48
EA20;<3468, 5, 958>;True;340;340;637;1599;10;1351;81;56;47
EA7;<3468, 5, 958>;True;380;380;686;1587;10;1574;84;49;45
EA9;<3468, 5, 958>;True;320;320;552;1529;10;420;74;91;45
EA138;<3468, 5, 958>;True;415;415;723;1542;10;727;74;60;48
EA119;<3468, 5, 958>;False;125;125;758;1595;10;668;73;79;45
EA112;<3468, 5, 958>;False;329;330;1113;1529;10;492;75;90;43
EA101;<3468, 5, 958>;False;474;475;1066;1548;9;480;74;89;44
EA108;<3468, 5, 958>;True;380;380;668;1522;10;460;73;82;46
EA99;<3468, 5, 958>;False;304;305;1023;1499;10;677;76;69;48
EA106;<3468, 5, 958>;True;340;340;639;1521;10;545;75;79;47
EA83;<3468, 5, 958>;True;769;770;1166;1504;9;273;75;96;39
EA91;<3468, 5, 958>;True;395;395;865;1635;10;785;71;73;51
EA86;<3468, 5, 958>;True;520;520;936;1502;10;298;76;100;42
EA76;<3468, 5, 958>;False;70;70;685;1509;9;344;75;97;42
EA70;<3468, 5, 958>;True;385;385;837;1563;10;1005;79;68;45
EA65;<3468, 5, 958>;True;380;380;708;1570;10;638;72;73;47
EA39;<3468, 5, 958>;False;459;460;1165;1526;10;599;76;78;47
EA28;<3468, 5, 958>;True;604;605;1016;1530;10;493;75;91;43
EA32;<3468, 5, 958>;True;300;300;717;1563;10;1005;79;68;45
EA31;<3468, 5, 958>;True;360;360;648;1502;10;298;76;100;42
EA14;<3468, 5, 958>;False;634;635;1302;1509;9;344;75;97;42
EA23;<3468, 5, 958>;True;320;320;585;1516;10;539;76;68;51
EA15;<3468, 5, 958>;False;529;530;1191;1535;10;477;76;85;43
EA11;<3468, 5, 958>;True;355;355;638;1520;10;382;74;92;45
EA5;<3468, 5, 958>;True;280;280;607;1614;10;735;72;75;49
EA197;<3468, 5, 958>;True;390;390;769;1586;9;678;72;79;46
EA167;<3468, 5, 958>;True;315;315;633;1518;10;432;75;85;44
EA151;<3468, 5, 958>;False;220;220;868;1506;10;684;77;73;50
EA146;<3468, 5, 958>;True;420;420;826;1621;10;1081;72;65;44
EA135;<3468, 5, 958>;False;419;420;1031;1598;9;858;72;76;45
EA132;<3468, 5, 958>;True;420;420;747;1517;10;369;74;93;45
EA130;<3468, 5, 958>;True;350;350;735;1522;10;456;74;83;46
EA85;<3468, 5, 958>;False;55;55;627;1604;10;945;73;75;45
EA53;<3468, 5, 958>;False;225;225;936;1532;10;501;73;83;44
EA41;<3468, 5, 958>;True;320;320;665;1571;10;760;74;77;45
EA38;<3468, 5, 958>;True;415;415;759;1519;10;396;74;91;43
EA30;<3468, 5, 958>;True;754;755;1050;1505;10;169;75;100;40
EA33;<3468, 5, 958>;False;175;175;786;1524;10;476;75;93;41
EA36;<3468, 5, 958>;True;295;295;669;1551;10;502;72;84;46
EA10;<3468, 5, 958>;False;489;490;1102;1506;10;332;76;98;43
EA3;<3468, 5, 958>;True;465;465;849;1534;10;465;74;90;43
EA1;<3468, 5, 958>;True;320;320;673;1588;10;822;73;73;45
EA4;<3468, 5, 958>;True;315;315;661;1536;10;702;75;70;47
EA6;<3468, 5, 958>;True;320;320;608;1530;10;533;74;83;45
EA187;<3468, 5, 958>;True;430;430;713;1512;10;356;74;95;43
EA183;<3468, 5, 958>;False;155;155;854;1519;10;611;75;70;51
EA166;<3468, 5, 958>;True;280;280;616;1659;10;846;69;68;52
EA147;<3468, 5, 958>;True;300;300;527;1558;10;909;78;71;45
EA133;<3468, 5, 958>;False;90;90;698;1541;10;458;74;89;45
EA134;<3468, 5, 958>;False;55;55;656;1498;10;674;76;69;48
EA124;<3468, 5, 958>;True;320;320;583;1529;10;420;74;91;45
EA102;<3468, 5, 958>;False;250;250;765;1528;10;563;75;80;46
EA98;<3468, 5, 958>;True;280;280;621;1584;10;634;72;77;48
EA80;<3468, 5, 958>;False;554;555;1191;1529;10;420;74;91;45
EA87;<3468, 5, 958>;True;335;335;663;1532;10;324;74;91;44
EA71;<3468, 5, 958>;False;179;180;1024;1520;10;451;75;83;45
EA67;<3468, 5, 958>;False;140;140;804;1633;10;807;70;71;50
EA60;<3468, 5, 958>;True;370;370;835;1559;10;677;73;79;44
EA57;<3468, 5, 958>;False;305;305;944;1504;10;535;76;79;49
EA22;<3468, 5, 958>;False;504;505;1116;1633;10;748;70;74;51
EA0;<3468, 5, 958>;True;360;360;622;1528;10;444;75;84;43
EA195;<3468, 5, 958>;True;335;335;718;1583;10;671;73;71;51
EA191;<3468, 5, 958>;True;370;370;702;1526;10;410;75;78;46
EA192;<3468, 5, 958>;True;315;315;581;1575;10;749;74;77;45
EA184;<3468, 5, 958>;False;220;220;870;1546;10;408;73;80;48
EA176;<3468, 5, 958>;True;360;360;711;1519;10;611;75;70;51
EA178;<3468, 5, 958>;True;280;280;484;1609;8;782;71;74;46
EA159;<3468, 5, 958>;False;305;305;996;1528;10;493;74;86;44
EA165;<3468, 5, 958>;True;300;300;619;1649;10;1270;71;57;44
EA154;<3468, 5, 958>;False;90;90;777;1540;9;532;74;85;46
EA156;<3468, 5, 958>;True;260;260;563;1619;10;712;71;76;50
EA126;<3468, 5, 958>;True;370;370;683;1517;10;418;74;86;44
EA120;<3468, 5, 958>;True;320;320;595;1542;10;727;74;60;48
EA113;<3468, 5, 958>;True;340;340;745;1549;10;568;74;81;45
EA104;<3468, 5, 958>;True;355;355;621;1509;10;355;75;95;43
EA96;<3468, 5, 958>;True;495;495;903;1521;10;451;74;82;46
EA97;<3468, 5, 958>;True;280;280;539;1547;10;806;73;53;48
EA88;<3468, 5, 958>;True;320;320;644;1529;10;297;74;91;43
EA81;<3468, 5, 958>;True;280;280;576;1560;9;562;72;84;45
EA72;<3468, 5, 958>;True;300;300;663;1571;10;760;74;77;45
EA58;<3468, 5, 958>;True;380;380;733;1521;10;458;72;82;45
EA51;<3468, 5, 958>;False;275;275;978;1530;10;496;75;88;43
EA49;<3468, 5, 958>;False;429;430;1001;1529;10;420;74;91;45
EA52;<3468, 5, 958>;True;395;395;721;1531;10;353;74;89;43
EA48;<3468, 5, 958>;False;105;105;787;1530;10;418;75;92;45
EA44;<3468, 5, 958>;False;75;75;670;1590;9;696;72;79;47
EA12;<3468, 5, 958>;True;375;375;690;1531;10;476;72;82;46
EA182;<3468, 5, 958>;False;165;165;800;1608;10;979;73;68;44
EA177;<3468, 5, 958>;True;475;475;872;1515;10;382;74;92;44
EA180;<3468, 5, 958>;True;375;375;623;1522;10;456;74;83;46
EA172;<3468, 5, 958>;False;364;365;1014;1537;10;484;76;84;42
EA171;<3468, 5, 958>;False;355;355;993;1549;10;568;74;81;45
EA174;<3468, 5, 958>;True;315;315;640;1498;10;104;75;100;38
EA170;<3468, 5, 958>;False;180;180;751;1586;9;678;72;79;46
EA155;<3468, 5, 958>;True;380;380;848;1607;10;684;71;77;49
EA152;<3468, 5, 958>;True;320;320;623;1599;10;1351;81;56;47
EA137;<3468, 5, 958>;False;274;275;1012;1528;10;444;75;84;43
EA136;<3468, 5, 958>;True;400;400;681;1516;10;410;74;88;44
EA114;<3468, 5, 958>;False;55;55;646;1508;10;590;75;74;47
EA95;<3468, 5, 958>;False;160;160;693;1417;10;100;76;100;37
EA94;<3468, 5, 958>;False;75;75;696;1563;10;499;71;87;45
EA89;<3468, 5, 958>;False;215;215;847;1582;9;611;72;77;47
EA66;<3468, 5, 958>;False;400;400;962;1577;10;747;74;77;45
EA63;<3468, 5, 958>;True;355;355;779;1584;10;634;72;77;48
EA54;<3468, 5, 958>;False;275;275;965;1506;10;332;76;98;43
EA42;<3468, 5, 958>;False;225;225;889;1528;10;444;75;84;43
EA37;<3468, 5, 958>;True;320;320;675;1593;10;1011;73;76;42
EA29;<3468, 5, 958>;False;55;55;592;1518;10;364;72;93;44
EA8;<3468, 5, 958>;False;479;480;1227;1553;10;873;74;46;49
EA16;<3468, 5, 958>;True;260;260;552;1571;10;475;74;76;49
EA199;<3468, 5, 958>;True;410;410;805;1577;10;747;74;77;45
EA198;<3468, 5, 958>;False;125;125;703;1519;10;415;75;92;43
EA185;<3468, 5, 958>;True;465;465;869;1514;10;616;75;75;48
EA131;<3468, 5, 958>;True;320;320;596;1511;10;428;75;83;44
EA111;<3468, 5, 958>;True;360;360;725;1529;10;420;74;91;45
EA109;<3468, 5, 958>;True;335;335;735;1550;9;480;74;90;45
EA100;<3468, 5, 958>;True;260;260;497;1577;10;747;74;77;45
EA92;<3468, 5, 958>;True;415;415;823;1501;9;230;76;100;38
EA93;<3468, 5, 958>;True;280;280;551;1529;10;434;73;81;46
EA75;<3468, 5, 958>;True;355;355;636;1525;10;656;77;76;49
EA45;<3468, 5, 958>;True;504;505;1026;1501;10;297;76;100;41
EA35;<3468, 5, 958>;True;580;580;885;1520;10;451;75;83;45
EA26;<3468, 5, 958>;True;390;390;773;1631;10;765;71;74;51
EA190;<3468, 5, 958>;True;340;340;671;1619;10;712;71;76;50
EA168;<3468, 5, 958>;True;315;315;667;1528;10;444;75;84;43
EA164;<3468, 5, 958>;True;350;350;728;1529;10;420;74;91;45
EA148;<3468, 5, 958>;True;470;470;853;1545;10;504;74;81;44
EA129;<3468, 5, 958>;True;320;320;729;1549;10;568;74;81;45
EA122;<3468, 5, 958>;False;245;245;914;1530;10;418;75;92;45
EA123;<3468, 5, 958>;True;335;335;712;1570;10;1040;80;69;46
EA64;<3468, 5, 958>;False;240;240;894;1552;10;780;73;55;46
EA50;<3468, 5, 958>;True;580;580;973;1519;10;396;75;91;45
EA189;<3468, 5, 958>;True;470;470;784;1506;10;180;74;99;40
EA188;<3468, 5, 958>;True;340;340;702;1549;10;568;74;81;45
EA175;<3468, 5, 958>;False;205;205;953;1502;9;554;76;79;46
EA179;<3468, 5, 958>;False;140;140;810;1501;9;230;76;100;38
EA163;<3468, 5, 958>;False;235;235;863;1566;10;694;73;82;45
EA143;<3468, 5, 958>;True;420;420;942;1571;10;475;74;76;49
EA110;<3468, 5, 958>;False;419;420;1006;1529;10;420;74;91;45
EA107;<3468, 5, 958>;True;430;430;747;1522;10;521;74;79;44
EA68;<3468, 5, 958>;True;514;515;1001;1504;10;535;76;79;49
EA62;<3468, 5, 958>;True;584;585;1127;1569;10;1084;79;66;45
EA56;<3468, 5, 958>;False;424;425;1035;1524;10;476;75;93;41
EA47;<3468, 5, 958>;False;504;505;1279;1508;10;601;75;76;47
EA194;<3468, 5, 958>;False;140;140;816;1501;9;230;76;100;38
EA176;<3468, 5, 958>;True;360;360;660;1499;10;677;76;69;48
EA163;<3468, 5, 958>;True;390;390;910;1609;10;697;71;75;49
EA167;<3468, 5, 958>;True;360;360;666;1599;10;1351;81;56;47
EA161;<3468, 5, 958>;True;260;260;557;1529;10;420;74;91;45
EA146;<3468, 5, 958>;True;674;675;1020;1505;10;247;74;95;41
EA125;<3468, 5, 958>;False;150;150;822;1545;10;504;74;81;44
EA127;<3468, 5, 958>;True;340;340;649;1522;10;456;74;83;46
EA122;<3468, 5, 958>;True;415;415;776;1556;10;442;74;81;47
EA59;<3468, 5, 958>;True;385;385;906;1588;10;912;76;71;47
EA54;<3468, 5, 958>;False;430;430;986;1519;10;482;74;88;42
EA48;<3468, 5, 958>;False;494;495;1055;1518;10;432;75;85;44
EA41;<3468, 5, 958>;False;349;350;1402;1553;10;873;74;46;49
EA50;<3468, 5, 958>;True;320;320;623;1624;10;756;71;73;50
EA39;<3468, 5, 958>;True;340;340;693;1519;10;433;75;82;41
EA29;<3468, 5, 958>;True;460;460;799;1534;10;424;74;92;45
EA30;<3468, 5, 958>;True;280;280;541;1558;10;476;71;80;44
EA20;<3468, 5, 958>;False;90;90;666;1633;10;748;70;74;51
EA21;<3468, 5, 958>;True;320;320;627;1498;10;104;75;100;38
EA14;<3468, 5, 958>;False;474;475;1032;1527;10;739;74;54;48
EA15;<3468, 5, 958>;True;390;390;695;1529;10;420;74;91;45
EA7;<3468, 5, 958>;True;340;340;575;1529;10;420;74;91;45
EA188;<3468, 5, 958>;True;390;390;777;1633;10;748;70;74;51
EA182;<3468, 5, 958>;True;725;725;957;1506;10;339;76;97;43
EA173;<3468, 5, 958>;True;510;510;827;1528;10;448;75;83;42
EA162;<3468, 5, 958>;False;175;175;831;1566;10;694;73;82;45
EA147;<3468, 5, 958>;False;205;205;827;1548;9;480;74;89;44
EA145;<3468, 5, 958>;True;420;420;721;1514;10;616;75;75;48
EA143;<3468, 5, 958>;True;360;360;742;1559;10;677;73;79;44
EA137;<3468, 5, 958>;False;405;405;916;1496;10;154;75;97;41
EA119;<3468, 5, 958>;False;419;420;1225;1584;10;621;72;78;48
EA102;<3468, 5, 958>;False;569;570;1250;1534;9;430;74;91;45
EA107;<3468, 5, 958>;True;395;395;768;1633;10;748;70;74;51
EA105;<3468, 5, 958>;True;340;340;610;1587;10;1574;84;49;45
EA95;<3468, 5, 958>;True;460;460;939;1547;10;806;73;53;48
EA87;<3468, 5, 958>;True;360;360;666;1581;10;1228;79;59;45
EA81;<3468, 5, 958>;False;55;55;631;1529;10;420;74;91;45
EA75;<3468, 5, 958>;True;540;540;712;1509;9;344;75;97;42
EA72;<3468, 5, 958>;False;60;60;670;1508;10;601;75;76;47
EA69;<3468, 5, 958>;False;100;100;769;1526;9;431;75;89;42
EA60;<3468, 5, 958>;True;280;280;516;1584;10;634;72;77;48
EA42;<3468, 5, 958>;True;340;340;683;1609;8;732;71;77;46
EA36;<3468, 5, 958>;False;220;220;873;1519;10;396;75;91;45
EA26;<3468, 5, 958>;True;380;380;699;1520;10;451;75;83;45
EA2;<3468, 5, 958>;True;335;335;613;1528;10;444;75;84;43
EA157;<3468, 5, 958>;True;300;300;595;1524;10;463;72;82;44
EA148;<3468, 5, 958>;True;360;360;620;1506;10;332;76;98;43
EA139;<3468, 5, 958>;True;320;320;660;1608;10;979;73;68;44
EA118;<3468, 5, 958>;False;90;90;827;1501;9;230;76;100;38
EA115;<3468, 5, 958>;True;315;315;586;1509;10;355;75;95;43
EA109;<3468, 5, 958>;False;60;60;648;1522;10;460;73;82;46
EA97;<3468, 5, 958>;False;70;70;688;1519;10;611;75;70;51
EA89;<3468, 5, 958>;True;949;950;1055;1520;10;394;74;91;43
EA84;<3468, 5, 958>;False;260;260;974;1530;10;503;73;83;44
EA88;<3468, 5, 958>;True;355;355;813;1508;10;601;75;76;47
EA80;<3468, 5, 958>;True;440;440;751;1498;10;699;77;68;49
EA76;<3468, 5, 958>;True;395;395;776;1574;10;654;73;69;51
EA73;<3468, 5, 958>;True;320;320;701;1548;10;328;71;87;43
EA58;<3468, 5, 958>;False;55;55;621;1502;10;325;74;96;43
EA57;<3468, 5, 958>;True;330;330;658;1598;9;858;72;76;45
EA47;<3468, 5, 958>;True;455;455;732;1571;10;475;74;76;49
EA45;<3468, 5, 958>;False;100;100;803;1528;10;444;75;84;43
EA35;<3468, 5, 958>;False;220;220;838;1519;10;380;74;92;44
EA27;<3468, 5, 958>;True;360;360;705;1540;10;699;74;62;47
EA17;<3468, 5, 958>;True;320;320;600;1583;10;671;73;71;51
EA5;<3468, 5, 958>;False;444;445;1111;1549;10;568;74;81;45
EA8;<3468, 5, 958>;False;185;185;861;1536;10;702;75;70;47
EA13;<3468, 5, 958>;True;490;490;712;1529;10;420;74;91;45
EA11;<3468, 5, 958>;True;340;340;611;1593;10;1011;73;76;42
EA196;<3468, 5, 958>;False;434;435;1014;1508;10;601;75;76;47
EA185;<3468, 5, 958>;True;480;480;791;1520;10;382;74;92;45
EA181;<3468, 5, 958>;True;550;550;898;1519;10;396;75;91;45
EA183;<3468, 5, 958>;True;350;350;630;1529;10;420;74;91;45
EA171;<3468, 5, 958>;True;824;825;1171;1617;10;1647;83;46;47
EA174;<3468, 5, 958>;True;380;380;688;1508;10;688;75;70;47
EA172;<3468, 5, 958>;True;360;360;705;1535;10;477;76;85;43
EA166;<3468, 5, 958>;True;415;415;904;1516;10;539;76;68;51
EA160;<3468, 5, 958>;False;499;500;1186;1504;10;535;76;79;49
EA168;<3468, 5, 958>;True;260;260;516;1588;10;822;73;73;45
EA142;<3468, 5, 958>;True;455;455;793;1512;10;379;74;93;43
EA104;<3468, 5, 958>;False;674;675;1236;1509;9;344;75;97;42
EA77;<3468, 5, 958>;True;375;375;657;1525;10;408;75;78;45
EA66;<3468, 5, 958>;True;360;360;680;1542;10;727;74;60;48
EA37;<3468, 5, 958>;True;300;300;610;1513;10;354;74;94;43
EA25;<3468, 5, 958>;False;55;55;577;1531;10;476;72;82;46
EA3;<3468, 5, 958>;True;445;445;799;1532;10;324;74;91;44
EA12;<3468, 5, 958>;True;370;370;653;1512;9;355;75;96;42
EA197;<3468, 5, 958>;True;450;450;916;1515;10;382;74;92;44
EA184;<3468, 5, 958>;False;449;450;1000;1513;10;400;74;88;43
EA149;<3468, 5, 958>;True;470;470;752;1525;10;656;77;76;49
EA144;<3468, 5, 958>;False;25;25;589;1529;10;427;74;90;44
EA141;<3468, 5, 958>;True;360;360;639;1561;10;539;71;81;46
EA140;<3468, 5, 958>;True;360;360;585;1520;10;451;75;83;45
EA121;<3468, 5, 958>;True;1019;1020;1349;1506;10;180;74;99;40
EA128;<3468, 5, 958>;True;729;730;1021;1498;10;699;77;68;49
EA126;<3468, 5, 958>;True;510;510;895;1519;10;396;75;91;45
EA129;<3468, 5, 958>;True;320;320;631;1519;10;415;75;92;43
EA117;<3468, 5, 958>;False;329;330;1030;1522;10;456;74;83;46
EA112;<3468, 5, 958>;True;300;300;627;1621;10;1081;72;65;44
EA108;<3468, 5, 958>;True;340;340;703;1552;10;862;77;73;45
EA94;<3468, 5, 958>;True;320;320;575;1575;10;749;74;77;45
EA61;<3468, 5, 958>;False;364;365;1067;1621;10;1081;72;65;44
EA71;<3468, 5, 958>;False;60;60;672;1568;9;640;72;80;45
EA62;<3468, 5, 958>;True;405;405;865;1530;10;533;74;83;45
EA43;<3468, 5, 958>;False;70;70;649;1519;10;396;75;91;45
EA23;<3468, 5, 958>;False;529;530;1288;1521;10;445;75;84;45
EA32;<3468, 5, 958>;True;335;335;665;1504;10;535;76;79;49
EA4;<3468, 5, 958>;True;485;485;876;1535;10;477;76;85;43
EA1;<3468, 5, 958>;False;95;95;692;1511;8;498;74;84;45
EA199;<3468, 5, 958>;True;410;410;678;1534;10;465;74;90;43
EA192;<3468, 5, 958>;True;400;400;687;1524;10;476;75;93;41
EA179;<3468, 5, 958>;False;225;225;848;1502;10;298;76;100;42
EA175;<3468, 5, 958>;True;405;405;787;1530;10;418;75;92;45
EA164;<3468, 5, 958>;True;355;355;657;1579;9;593;72;77;46
EA153;<3468, 5, 958>;False;220;220;850;1569;10;1084;79;66;45
EA156;<3468, 5, 958>;True;335;335;685;1501;10;297;76;100;41
EA150;<3468, 5, 958>;False;60;60;577;1588;10;822;73;73;45
EA138;<3468, 5, 958>;True;340;340;785;1546;10;805;73;53;47
EA136;<3468, 5, 958>;False;105;105;713;1512;10;356;74;95;43
EA22;<3468, 5, 958>;True;380;380;658;1530;10;493;75;91;43
EA0;<3468, 5, 958>;True;430;430;716;1505;10;169;75;100;40
EA9;<3468, 5, 958>;True;355;355;690;1609;8;782;71;74;46
EA193;<3468, 5, 958>;False;85;85;777;1529;10;420;74;91;45
EA165;<3468, 5, 958>;False;274;275;1053;1517;10;506;75;73;49
EA169;<3468, 5, 958>;True;400;400;790;1570;10;556;72;84;47
EA170;<3468, 5, 958>;False;60;60;623;1619;10;712;71;76;50
EA159;<3468, 5, 958>;True;320;320;638;1546;10;408;73;80;48
EA133;<3468, 5, 958>;False;404;405;1097;1505;10;169;75;100;40
EA135;<3468, 5, 958>;False;165;165;736;1530;10;533;74;83;45
EA130;<3468, 5, 958>;False;60;60;653;1523;10;473;74;91;41
EA120;<3468, 5, 958>;True;335;335;624;1501;10;297;76;100;41
EA116;<3468, 5, 958>;True;380;380;756;1506;10;684;77;73;50
EA113;<3468, 5, 958>;False;210;210;825;1502;10;298;76;100;42
EA114;<3468, 5, 958>;True;380;380;735;1531;10;353;74;89;43
EA96;<3468, 5, 958>;True;485;485;891;1517;10;100;72;97;42
EA91;<3468, 5, 958>;False;75;75;654;1563;10;1005;79;68;45
EA65;<3468, 5, 958>;True;515;515;898;1520;10;451;75;83;45
EA68;<3468, 5, 958>;True;355;355;730;1621;10;1081;72;65;44
EA70;<3468, 5, 958>;True;315;315;607;1516;10;410;74;88;44
EA63;<3468, 5, 958>;True;300;300;609;1577;10;747;74;77;45
EA44;<3468, 5, 958>;True;410;410;719;1583;10;671;73;71;51
EA31;<3468, 5, 958>;True;705;705;998;1525;10;533;74;83;45
EA38;<3468, 5, 958>;False;25;25;523;1553;10;873;74;46;49
EA16;<3468, 5, 958>;False;170;170;915;1521;10;374;74;92;43
EA10;<3468, 5, 958>;True;360;360;715;1519;10;611;75;70;51
EA190;<3468, 5, 958>;False;190;190;801;1513;10;400;74;88;43
EA180;<3468, 5, 958>;True;410;410;772;1502;10;298;76;100;42
EA177;<3468, 5, 958>;True;355;355;770;1588;10;822;73;73;45
EA152;<3468, 5, 958>;False;195;195;873;1515;10;547;76;67;51
EA151;<3468, 5, 958>;True;335;335;673;1526;10;410;75;78;46
EA134;<3468, 5, 958>;True;335;335;664;1587;10;1574;84;49;45
EA131;<3468, 5, 958>;True;415;415;860;1501;9;230;76;100;38
EA123;<3468, 5, 958>;True;295;295;613;1558;10;909;78;71;45
EA101;<3468, 5, 958>;False;265;265;991;1520;10;451;75;83;45
EA100;<3468, 5, 958>;False;315;315;893;1503;10;307;76;99;42
EA85;<3468, 5, 958>;True;395;395;722;1506;10;180;74;99;40
EA64;<3468, 5, 958>;False;75;75;652;1515;10;382;74;92;44
EA55;<3468, 5, 958>;True;500;500;849;1586;10;616;72;81;47
EA49;<3468, 5, 958>;True;375;375;814;1549;10;568;74;81;45
EA46;<3468, 5, 958>;False;190;190;781;1519;10;611;75;70;51
EA34;<3468, 5, 958>;True;380;380;681;1529;10;427;75;91;45
EA19;<3468, 5, 958>;False;544;545;1072;1525;10;569;75;77;47
EA28;<3468, 5, 958>;True;340;340;654;1607;10;684;71;77;49
EA18;<3468, 5, 958>;False;250;250;885;1516;10;478;75;85;47
EA6;<3468, 5, 958>;True;415;415;811;1609;8;782;71;74;46
EA198;<3468, 5, 958>;True;340;340;667;1619;10;712;71;76;50
EA187;<3468, 5, 958>;True;375;375;714;1514;10;463;75;80;47
EA186;<3468, 5, 958>;False;75;75;724;1511;9;478;75;86;45
EA178;<3468, 5, 958>;True;355;355;749;1530;10;475;73;81;45
EA106;<3468, 5, 958>;True;625;625;986;1529;10;489;75;90;42
EA111;<3468, 5, 958>;True;355;355;670;1514;10;616;75;75;48
EA103;<3468, 5, 958>;False;175;175;874;1507;9;311;74;95;40
EA98;<3468, 5, 958>;False;85;85;725;1526;10;504;74;82;44
EA90;<3468, 5, 958>;True;589;590;1120;1509;9;344;75;97;42
EA78;<3468, 5, 958>;True;779;780;1208;1548;10;328;71;87;43
EA86;<3468, 5, 958>;True;410;410;682;1531;10;705;74;75;46
EA83;<3468, 5, 958>;True;320;320;622;1598;9;858;72;76;45
EA74;<3468, 5, 958>;True;525;525;931;1599;10;1351;81;56;47
EA51;<3468, 5, 958>;False;225;225;847;1523;10;510;74;82;46
EA56;<3468, 5, 958>;True;360;360;623;1526;10;504;74;82;44
EA53;<3468, 5, 958>;True;335;335;603;1509;10;355;75;95;43
EA40;<3468, 5, 958>;True;340;340;634;1521;10;374;74;92;43
EA33;<3468, 5, 958>;True;355;355;680;1518;10;474;73;78;46
EA24;<3468, 5, 958>;False;364;365;1002;1570;10;638;72;73;47
EA195;<3468, 5, 958>;False;354;355;1003;1522;10;397;75;81;45
EA191;<3468, 5, 958>;False;265;265;855;1528;10;444;75;84;43
EA189;<3468, 5, 958>;False;130;130;704;1488;10;371;73;83;44
EA158;<3468, 5, 958>;True;300;300;587;1619;10;712;71;76;50
EA155;<3468, 5, 958>;True;380;380;688;1528;10;445;75;83;43
EA154;<3468, 5, 958>;False;55;55;564;1570;10;638;72;73;47
EA132;<3468, 5, 958>;False;110;110;865;1512;8;229;74;100;39
EA124;<3468, 5, 958>;False;215;215;856;1506;10;180;74;99;40
EA110;<3468, 5, 958>;True;360;360;749;1519;10;396;75;91;45
EA99;<3468, 5, 958>;True;320;320;627;1530;10;459;75;82;42
EA92;<3468, 5, 958>;False;180;180;777;1529;10;420;74;91;45
EA93;<3468, 5, 958>;True;355;355;660;1526;10;599;76;78;47
EA82;<3468, 5, 958>;False;324;325;1005;1588;10;822;73;73;45
EA79;<3468, 5, 958>;True;360;360;663;1506;10;332;76;98;43
EA67;<3468, 5, 958>;False;55;55;676;1619;10;712;71;76;50
EA52;<3468, 5, 958>;True;355;355;724;1521;10;451;74;82;46
EA192;<3468, 5, 958>;False;220;220;837;1498;10;699;77;68;49
EA194;<3468, 5, 958>;True;360;360;699;1584;10;621;72;78;48
EA185;<3468, 5, 958>;True;600;600;973;1509;10;355;75;95;43
EA178;<3468, 5, 958>;True;315;315;672;1599;10;1351;81;56;47
EA177;<3468, 5, 958>;True;315;315;594;1534;10;424;74;92;45
EA165;<3468, 5, 958>;False;85;85;791;1517;10;610;74;76;47
EA162;<3468, 5, 958>;True;320;320;707;1588;10;822;73;73;45
EA150;<3468, 5, 958>;True;280;280;517;1516;10;478;75;85;47
EA128;<3468, 5, 958>;False;200;200;963;1541;10;467;74;87;46
