Name;Coord;Winner;Fitness;GameTime;Score;deffScore;suppScore;townLifeDeviation;supportActions;attackActions;dominanceLevel;deff-ConquerRadius;deff-AttackMinLife;deff-SupportRadius;deff-SupportMaxCap;deff-SupportMinCap;off-ConquerRadius;off-AttackMinLife;off-SupportRadius;off-SupportMaxCap;off-SupportMinCap;supp-ConquerRadius;supp-AttackMinLife;supp-SupportRadius;supp-SupportMaxCap;supp-SupportMinCap;SupportTownRatio;DeffTownRatio;AtkTownRatio;CategorisationRadius
KI_4;<3468, 5, 958>;False;1111;2629;1;1110;0;13.15;105;176;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_5;<3468, 5, 958>;True;193.80341880341879;337;8.3333333333333339;100;85.470085470085465;1.07;0;12;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_6;<3468, 5, 958>;False;111;909;1;110;0;50;0;20;1;1913;75;1908;67;37;2352;33;3641;62;48;3426;61;3339;24;42;64;19;38;714
KI_7;<3468, 5, 958>;False;111;1010;1;110;0;50;0;14;1;1420;61;2027;69;62;3790;32;2431;91;14;2443;38;287;62;60;63;8;35;1788
KI_8;<3468, 5, 958>;False;331;1145;1;330;0;15.09;0;56;1;4000;22;100;62;98;1458;12;1379;36;64;3904;45;2965;81;5;84;28;3;1369
KI_9;<3468, 5, 958>;False;181;791;1;180;0;50;0;40;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_10;<3468, 5, 958>;False;171;773;1;170;0;50;0;39;1;100;10;237;62;78;2750;5;2653;15;45;2008;28;3127;37;67;99;83;0;617
KI_11;<3468, 5, 958>;False;1211;2151;1;1210;0;7.46;43;171;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_12;<3468, 5, 958>;False;221;902;1;220;0;6.18;0;45;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_13;<3468, 5, 958>;False;231;905;1;230;0;7.33;0;35;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_14;<3468, 5, 958>;False;131;853;1;130;0;1;0;23;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_15;<3468, 5, 958>;False;131;1190;1;130;0;50;0;16;1;164;92;157;90;6;3418;32;2448;94;13;1639;65;3059;42;70;81;87;49;651
KI_16;<3468, 5, 958>;False;141;738;1;140;0;50;0;34;1;3515;50;3467;24;38;3015;6;2342;31;41;2214;38;2279;36;63;86;90;0;1001
KI_17;<3468, 5, 958>;False;201;990;1;200;0;9.19;2;45;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_18;<3468, 5, 958>;False;151;873;1;150;0;6.24;0;26;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_19;<3468, 5, 958>;False;121;745;1;120;0;2.49;0;18;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_20;<3468, 5, 958>;False;1211;2239;1;1210;0;48.79;5;220;1;2403;41;3152;54;75;1680;11;1294;32;66;729;71;2227;49;44;95;51;0;472
KI_21;<3468, 5, 958>;False;161;898;1;160;0;3.5;0;35;1;1958;17;2414;79;76;1604;13;1379;35;66;2643;40;1699;54;65;53;23;50;1102
KI_22;<3468, 5, 958>;False;241;1057;1;240;0;10.21;0;51;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_23;<3468, 5, 958>;False;251;961;1;250;0;2.45;0;61;1;700;29;3630;24;81;1735;11;1648;31;60;1317;51;2641;44;55;79;10;4;1465
KI_24;<3468, 5, 958>;False;271;998;1;270;0;7.18;0;50;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_25;<3468, 5, 958>;False;291;1017;1;290;0;3.27;0;51;1;4000;22;100;62;98;1458;12;1379;36;64;3904;45;2965;81;5;84;28;3;1369
KI_26;<3468, 5, 958>;False;201;869;1;200;0;5.4;0;39;1;4000;22;100;62;98;1458;12;1379;36;64;3904;45;2965;81;5;84;28;3;1369
KI_27;<3468, 5, 958>;False;231;837;1;230;0;12.97;0;46;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_28;<3468, 5, 958>;False;241;878;1;240;0;7.34;0;54;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_29;<3468, 5, 958>;False;181;1088;1;180;0;50;0;36;1;403;9;278;114;5;3676;6;326;82;17;2735;81;1638;77;62;89;23;25;720
KI_30;<3468, 5, 958>;False;171;757;1;170;0;5.66;0;32;1;4000;22;100;62;98;1458;12;1379;36;64;3904;45;2965;81;5;84;28;3;1369
KI_31;<3468, 5, 958>;False;171;789;1;170;0;1;0;26;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_32;<3468, 5, 958>;True;103.94700139470014;634;20;70;13.947001394700139;7.07;0;10;1;2039;38;1353;40;74;3332;22;1754;29;64;4000;32;2126;30;83;93;13;43;964
KI_33;<3468, 5, 958>;False;331;983;1;330;0;10.27;0;58;1;2322;27;3135;83;49;1460;13;1365;35;65;1088;61;2224;49;43;9;0;65;1514
KI_34;<3468, 5, 958>;True;120.85776330076004;424;20;90;10.857763300760045;9.11;2;6;1;3877;94;632;83;87;3520;10;1800;88;51;2758;45;1607;29;82;13;74;6;665
KI_35;<3468, 5, 958>;True;91.876484560570077;761;20;60;11.876484560570072;8.32;0;12;1;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_36;<3468, 5, 958>;False;251;958;1;250;0;4.92;0;45;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_37;<3468, 5, 958>;False;181;880;1;180;0;1.63;0;30;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_38;<3468, 5, 958>;False;151;815;1;150;0;50;0;26;1;4000;22;100;60;97;1506;11;1448;37;63;3227;51;2808;74;11;75;0;12;3367
KI_39;<3468, 5, 958>;False;141;811;1;140;0;50;0;27;1;793;29;3668;26;80;1448;13;1364;35;65;1014;63;2224;49;43;80;29;6;1241
KI_40;<3468, 5, 958>;False;151;925;1;150;0;7.07;0;29;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_41;<3468, 5, 958>;False;141;948;1;140;0;8.36;0;33;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_42;<3468, 5, 958>;True;304.43262411347519;282;11.666666666666666;80;212.76595744680853;0.37;0;12;1;364;78;3069;18;13;3394;6;2963;7;94;685;77;286;90;79;94;15;1;3601
KI_43;<3468, 5, 958>;False;101;1061;1;100;0;50;0;16;1;2530;48;2050;37;64;3264;22;2222;64;52;2096;61;2967;71;64;63;20;100;235
KI_44;<3468, 5, 958>;False;111;765;1;110;0;50;0;14;1;100;5;4000;141;138;2853;29;2039;42;72;1994;49;1877;32;24;56;37;46;376
KI_45;<3468, 5, 958>;False;101;744;1;100;0;50;0;12;1;3048;14;1397;74;32;2214;30;1766;36;55;2057;29;1233;56;33;95;37;19;100
KI_46;<3468, 5, 958>;False;101;776;1;100;0;50;0;19;1;3256;26;2230;13;69;2649;8;658;95;73;1992;25;2884;35;86;38;25;42;993
KI_47;<3468, 5, 958>;False;101;767;1;100;0;50;0;12;1;1655;98;2539;72;14;2758;32;4000;5;101;762;106;3310;45;61;0;0;35;546
KI_48;<3468, 5, 958>;False;111;1009;1;110;0;50;0;16;1;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_49;<3468, 5, 958>;False;101;1050;1;100;0;50;0;12;1;164;92;157;90;6;3418;32;2448;94;13;1639;65;3059;42;70;81;87;49;651
KI_50;<3468, 5, 958>;False;101;747;1;100;0;4.92;0;18;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_51;<3468, 5, 958>;False;151;939;1;150;0;6;0;29;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_52;<3468, 5, 958>;False;221;881;1;220;0;12.36;0;37;1;4000;22;100;62;98;1458;12;1379;36;64;3904;45;2965;81;5;84;28;3;1369
KI_53;<3468, 5, 958>;False;141;812;1;140;0;9.53;0;28;1;712;30;3697;24;82;1448;13;1364;36;65;731;71;2228;50;45;85;31;3;1224
KI_54;<3468, 5, 958>;False;201;873;1;200;0;7.02;0;35;1;4000;22;100;62;98;1458;12;1379;36;64;3904;45;2965;81;5;84;28;3;1369
KI_55;<3468, 5, 958>;False;1251;2967;1;1250;0;12.64;130;223;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_56;<3468, 5, 958>;False;151;831;1;150;0;7.87;0;42;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_57;<3468, 5, 958>;False;241;938;1;240;0;11.84;0;53;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_58;<3468, 5, 958>;False;971;2140;1;970;0;21;76;136;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_59;<3468, 5, 958>;False;621;1543;1;620;0;20.4;21;92;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_60;<3468, 5, 958>;True;221.66666666666669;336;6.666666666666667;90;125.00000000000001;0.7;0;21;1;2705;44;3055;60;74;3256;5;823;5;79;487;71;2091;47;36;100;61;0;100
KI_61;<3468, 5, 958>;False;511;1274;1;510;0;12.36;8;87;1;2322;27;3135;83;49;1460;13;1365;35;65;1088;61;2224;49;43;9;0;65;1514
KI_62;<3468, 5, 958>;True;117.24713242961418;1022;12.380952380952381;100;4.8661800486618008;20.45;5;21;1;1611;23;1974;38;59;2919;12;2836;93;46;2454;21;2330;58;46;33;18;45;634
KI_63;<3468, 5, 958>;True;132.24795640326977;409;5;100;27.247956403269754;3.57;0;24;1;3634;25;2610;36;33;3135;11;2190;46;46;2079;70;757;22;50;67;100;1;1584
KI_64;<3468, 5, 958>;True;127.51313485113835;450;10;100;17.513134851138354;5.61;0;12;1;3519;63;1459;52;33;3507;13;1850;25;51;3469;59;3216;21;41;26;4;88;3808
KI_65;<3468, 5, 958>;True;145.05112760890881;494;3.7288135593220337;100;41.32231404958678;2.32;0;59;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_66;<3468, 5, 958>;True;205.55555555555554;251;5.5555555555555554;100;100;0.9;0;18;1;2705;44;3055;60;74;3256;5;823;5;79;487;71;2091;47;36;100;61;0;100
KI_67;<3468, 5, 958>;True;139.5218198700093;398;11.666666666666666;100;27.855153203342617;3.49;0;12;1;2937;8;2138;68;78;2236;11;100;56;24;2421;50;2675;82;54;57;88;100;100
KI_68;<3468, 5, 958>;True;221.83462532299743;318;5.5555555555555554;100;116.27906976744187;0.76;0;18;1;608;67;3158;18;16;2310;5;2126;32;66;100;116;100;162;137;51;1;31;2544
KI_69;<3468, 5, 958>;False;411;1523;1;410;0;14.57;12;70;1;700;29;3630;24;81;1735;11;1648;31;60;1317;51;2641;44;55;79;10;4;1465
KI_70;<3468, 5, 958>;True;233.24894514767934;230;6.666666666666667;100;126.58227848101267;0.69;0;15;1;2705;44;3055;60;74;3256;5;823;5;79;487;71;2091;47;36;100;61;0;100
KI_71;<3468, 5, 958>;True;198.05194805194805;241;7.1428571428571432;100;90.9090909090909;1;0;14;1;3251;29;1725;56;51;3075;5;1016;5;78;832;50;2454;56;5;96;40;2;613
KI_72;<3468, 5, 958>;True;142.660671521431;588;4.0506329113924053;100;38.610038610038607;2.49;0;79;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_73;<3468, 5, 958>;True;131.96648044692736;624;18;100;13.966480446927376;7.06;0;10;1;1524;93;944;91;6;3210;26;4000;5;101;2024;78;1512;47;52;50;51;43;563
KI_74;<3468, 5, 958>;True;147.21946609969288;276;7.0588235294117645;100;40.160642570281119;2.39;0;17;1;788;16;531;97;15;3716;5;160;89;12;2666;84;1612;80;61;86;35;7;476
KI_75;<3468, 5, 958>;True;208.65384615384613;303;12.5;100;96.153846153846146;0.94;0;8;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_76;<3468, 5, 958>;True;129.06906906906906;465;15.555555555555555;100;13.513513513513514;7.3;0;9;1;3157;63;2939;34;52;3180;24;2805;108;38;878;81;3507;98;52;70;19;88;391
KI_77;<3468, 5, 958>;True;139.42252589817059;387;10.76923076923077;100;28.653295128939828;3.39;0;13;1;2937;8;2138;68;78;2236;11;100;56;24;2421;50;2675;82;54;57;88;100;100
KI_78;<3468, 5, 958>;True;129.36898395721926;545;16;100;13.368983957219252;7.38;0;10;1;2113;16;2255;86;76;3117;19;1525;26;80;3762;23;1390;57;78;46;22;62;1072
KI_79;<3468, 5, 958>;True;139.92616520535302;429;14.545454545454545;100;25.380710659898476;3.84;0;11;1;2978;21;668;59;94;3095;12;2190;26;88;1703;47;1780;21;30;74;14;56;746
KI_80;<3468, 5, 958>;False;731;1687;1;730;0;25.18;24;113;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_81;<3468, 5, 958>;False;381;1063;1;380;0;8.87;4;59;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_82;<3468, 5, 958>;True;134.52380952380952;369;16.666666666666668;100;17.857142857142858;5.5;0;6;1;2039;38;1353;40;74;3332;22;1754;29;64;4000;32;2126;30;83;93;13;43;964
KI_83;<3468, 5, 958>;False;771;1424;1;770;0;16.64;16;126;1;2322;27;3135;83;49;1460;13;1365;35;65;1088;61;2224;49;43;9;0;65;1514
KI_84;<3468, 5, 958>;True;128.69820828667415;487;17.5;100;11.198208286674133;8.83;0;8;1;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_85;<3468, 5, 958>;False;151;1037;1;150;0;50;0;19;1;2173;87;2063;71;35;2693;21;3104;41;78;2410;99;1648;23;71;16;18;50;1361
KI_86;<3468, 5, 958>;True;174.69387755102042;253;6.666666666666667;100;68.027210884353735;1.37;0;15;1;364;78;3069;18;13;3394;6;2963;7;94;685;77;286;90;79;94;15;1;3601
KI_87;<3468, 5, 958>;True;128.96648044692736;455;15;100;13.966480446927376;7.06;0;8;1;2039;38;1353;40;74;3332;22;1754;29;64;4000;32;2126;30;83;93;13;43;964
KI_88;<3468, 5, 958>;True;185.625;269;7.5;100;78.125;1.18;0;16;1;2705;44;3055;60;74;3256;5;823;5;79;487;71;2091;47;36;100;61;0;100
KI_89;<3468, 5, 958>;True;137.06976744186048;266;8;100;29.069767441860467;3.34;0;15;1;788;16;531;97;15;3716;5;160;89;12;2666;84;1612;80;61;86;35;7;476
KI_90;<3468, 5, 958>;True;117.29879740980573;1003;13.043478260869565;100;4.25531914893617;23.4;5;23;1;1611;23;1974;38;59;2919;12;2836;93;46;2454;21;2330;58;46;33;18;45;634
KI_91;<3468, 5, 958>;True;143.11711711711712;419;9.3333333333333339;100;33.783783783783782;2.86;0;15;1;3432;56;2794;39;58;2895;9;1360;10;71;495;73;2030;49;42;88;50;10;903
KI_92;<3468, 5, 958>;True;123.02643784786642;794;13.75;100;9.27643784786642;10.68;0;16;1;100;5;3459;111;110;3032;27;1737;41;74;1991;48;1803;30;23;56;37;46;414
KI_93;<3468, 5, 958>;True;130.26140684410646;469;11.25;100;19.011406844106464;5.16;0;16;1;1483;93;1154;84;20;2476;12;1317;67;24;1922;43;2560;46;57;40;7;34;201
KI_94;<3468, 5, 958>;True;133.09617918313569;305;13.333333333333334;100;19.762845849802375;4.96;0;6;1;2113;16;2255;86;76;3117;19;1525;26;80;3762;23;1390;57;78;46;22;62;1072
KI_95;<3468, 5, 958>;True;128.19518716577539;483;17.5;100;10.695187165775401;9.25;0;8;1;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_96;<3468, 5, 958>;True;128.78618113912231;350;7.7777777777777777;100;21.008403361344538;4.66;0;18;1;788;16;531;97;15;3716;5;160;89;12;2666;84;1612;80;61;86;35;7;476
KI_97;<3468, 5, 958>;True;125.68379921851519;761;16.666666666666668;100;9.0171325518485119;10.99;0;12;1;164;92;157;90;6;3418;32;2448;94;13;1639;65;3059;42;70;81;87;49;651
KI_98;<3468, 5, 958>;True;116.60457321184335;965;12.173913043478262;100;4.4306601683650859;22.47;5;23;1;1611;23;1974;38;59;2919;12;2836;93;46;2454;21;2330;58;46;33;18;45;634
KI_99;<3468, 5, 958>;True;182.5858778625954;273;6.25;100;76.33587786259541;1.21;0;16;1;210;77;3567;10;5;2233;5;2138;34;65;100;84;100;123;104;83;2;7;3391
KI_100;<3468, 5, 958>;False;361;1100;1;360;0;14.82;2;57;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_101;<3468, 5, 958>;True;137.9021879021879;397;12.857142857142858;80;45.045045045045043;2.12;0;14;1;2937;8;2138;68;78;2236;11;100;56;24;2421;50;2675;82;54;57;88;100;100
KI_102;<3468, 5, 958>;True;182.40740740740739;328;8.3333333333333339;100;74.074074074074076;1.25;0;12;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_103;<3468, 5, 958>;True;128.08450704225353;480;14;100;14.084507042253522;7;0;10;1;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_104;<3468, 5, 958>;True;125.27898694103681;476;11.428571428571429;100;13.850415512465375;7.12;0;14;1;2978;21;668;59;94;3095;12;2190;26;88;1703;47;1780;21;30;74;14;56;746
KI_105;<3468, 5, 958>;True;181.94444444444446;315;12.5;100;69.444444444444443;1.34;0;8;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_106;<3468, 5, 958>;True;176.60256410256409;314;12.5;100;64.1025641025641;1.46;0;8;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_107;<3468, 5, 958>;True;152.39172592113769;420;7.1428571428571432;100;45.248868778280546;2.11;0;28;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_108;<3468, 5, 958>;True;122.59106529209622;546;14;100;8.5910652920962214;11.54;0;10;1;3345;51;1471;51;65;3508;34;2055;39;46;1922;33;2492;72;133;45;74;83;307
KI_109;<3468, 5, 958>;False;291;1049;1;290;0;15.35;2;54;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_110;<3468, 5, 958>;True;146.16044260027661;455;4.666666666666667;100;41.493775933609953;2.31;0;60;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_111;<3468, 5, 958>;True;147.92270531400965;511;4.4444444444444446;100;43.478260869565212;2.2;0;63;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_112;<3468, 5, 958>;True;182.62032085561498;246;9.0909090909090917;100;73.529411764705884;1.26;0;11;1;379;75;3401;13;5;3348;6;2922;12;88;740;76;145;109;81;96;7;0;4000
KI_113;<3468, 5, 958>;True;162.05273069679851;248;5.5555555555555554;100;56.497175141242934;1.67;0;18;1;3431;55;2793;38;57;3124;5;1222;5;77;200;76;2132;50;39;100;58;2;100
KI_114;<3468, 5, 958>;True;116.34499227419582;944;11.428571428571429;100;4.9164208456243852;20.24;1;21;1;1611;23;1974;38;59;2919;12;2836;93;46;2454;21;2330;58;46;33;18;45;634
KI_115;<3468, 5, 958>;True;179.77941176470588;339;6.25;100;73.529411764705884;1.26;0;16;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_116;<3468, 5, 958>;True;162.39147592738752;325;7.1428571428571432;100;55.248618784530386;1.71;0;14;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_117;<3468, 5, 958>;True;141.81522181522183;530;5.1851851851851851;100;36.630036630036628;2.63;0;54;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_118;<3468, 5, 958>;True;148.66824805150796;320;4.615384615384615;100;44.052863436123346;2.17;0;26;1;788;16;531;97;15;3716;5;160;89;12;2666;84;1612;80;61;86;35;7;476
KI_119;<3468, 5, 958>;True;128;352;12;100;16;6.15;0;10;1;465;5;100;106;15;3965;5;100;110;5;840;105;3239;46;61;26;10;26;524
KI_120;<3468, 5, 958>;True;124.00352733686067;510;8.5714285714285712;100;15.4320987654321;6.38;0;14;1;2312;28;3139;83;50;3195;16;1614;21;79;2474;25;2209;47;39;24;5;54;1460
KI_121;<3468, 5, 958>;False;222;909;1;220;1;0.5;0;45;1;613;30;3759;22;82;1290;12;1553;31;70;774;70;2088;47;42;94;16;0;1472
KI_122;<3468, 5, 958>;True;141.10079119367043;355;8.4210526315789469;100;32.6797385620915;2.96;0;19;1;364;78;3069;18;13;3394;6;2963;7;94;685;77;286;90;79;94;15;1;3601
KI_123;<3468, 5, 958>;True;155.8068118369626;229;5.5555555555555554;100;50.251256281407038;1.89;0;18;1;788;16;531;97;15;3716;5;160;89;12;2666;84;1612;80;61;86;35;7;476
KI_124;<3468, 5, 958>;True;167.71241830065358;221;8.88888888888889;100;58.8235294117647;1.6;0;9;1;364;78;3069;18;13;3394;6;2963;7;94;685;77;286;90;79;94;15;1;3601
KI_125;<3468, 5, 958>;True;135.78219533275714;374;7.6923076923076925;100;28.089887640449437;3.46;0;26;1;2307;27;921;46;71;2954;5;2622;15;83;887;73;487;88;73;80;18;7;2226
KI_126;<3468, 5, 958>;True;150.06837606837607;436;7.333333333333333;100;42.735042735042732;2.24;0;30;1;1594;36;1691;27;74;1888;6;1952;41;58;3443;73;1025;39;66;82;5;23;2280
KI_127;<3468, 5, 958>;True;195.14462809917353;261;12.5;100;82.644628099173545;1.11;0;8;1;3273;30;1171;56;88;2275;5;1457;31;63;100;78;1826;37;44;100;63;0;100
KI_128;<3468, 5, 958>;True;127.37203972498089;416;6.3636363636363633;100;21.008403361344538;4.66;0;22;1;1170;14;814;92;25;3178;10;139;83;17;1773;73;697;40;27;89;72;14;556
KI_129;<3468, 5, 958>;True;124.95221160257835;844;12.727272727272727;100;12.224938875305623;8.08;6;22;1;2036;37;991;33;72;2926;17;2020;26;56;4000;35;1776;28;87;99;34;28;862
KI_130;<3468, 5, 958>;True;123.07923960097872;441;12.727272727272727;100;10.351966873706004;9.56;2;11;1;3877;94;632;83;87;3520;10;1800;88;51;2758;45;1607;29;82;13;74;6;665
KI_131;<3468, 5, 958>;True;188.89462809917353;218;6.25;100;82.644628099173545;1.11;0;16;1;2870;51;2613;30;32;4000;5;3152;16;73;1706;61;324;70;78;67;100;0;1688
KI_132;<3468, 5, 958>;False;121;1083;1;120;0;50;0;14;1;2173;39;1045;31;72;3010;24;1723;32;62;3859;33;2193;31;81;100;0;49;1037
KI_133;<3468, 5, 958>;True;139.67003367003366;280;6;100;33.670033670033668;2.87;0;20;1;2797;42;2788;32;47;3279;7;2033;48;39;2408;49;1483;36;60;70;100;0;1486
KI_134;<3468, 5, 958>;True;165.97560975609756;346;5;100;60.975609756097555;1.54;0;28;1;4000;10;100;64;116;1937;5;1931;40;59;3107;51;2981;69;9;92;14;1;3567
KI_135;<3468, 5, 958>;True;144.59229390681003;381;8.75;100;35.842293906810035;2.69;0;16;1;1766;94;1368;83;23;2160;6;938;59;28;2009;37;2409;48;54;37;0;33;158
KI_136;<3468, 5, 958>;True;158.55750487329433;339;5.9259259259259256;100;52.631578947368418;1.8;0;27;1;364;78;3069;18;13;3394;6;2963;7;94;685;77;286;90;79;94;15;1;3601
KI_137;<3468, 5, 958>;True;144.86671223513326;332;7.2727272727272725;100;37.593984962406012;2.56;0;22;1;379;75;3401;13;5;3348;6;2922;12;88;740;76;145;109;81;96;7;0;4000
KI_138;<3468, 5, 958>;True;130.41377800481646;561;4.507042253521127;100;25.906735751295336;3.76;0;71;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_139;<3468, 5, 958>;True;151.70794930875576;431;5.625;100;46.082949308755765;2.07;0;32;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_140;<3468, 5, 958>;True;141.51515151515153;393;8.1818181818181817;100;33.333333333333336;2.9;0;22;1;814;63;1766;61;43;2668;7;2346;19;53;2317;30;3337;40;59;88;68;1;316
KI_141;<3468, 5, 958>;True;131.63255592574964;367;5.4545454545454541;100;26.178010471204185;3.72;0;22;1;1431;70;2973;25;28;3038;8;1820;9;77;634;75;751;79;69;92;24;3;2830
KI_142;<3468, 5, 958>;True;173.58276643990928;352;5.5555555555555554;100;68.027210884353735;1.37;0;18;1;808;45;717;70;54;2023;6;542;69;24;2008;34;2577;45;57;14;0;44;100
KI_143;<3468, 5, 958>;True;121.41552511415526;608;20;90;11.415525114155251;8.66;0;8;1;1279;74;1775;71;29;3208;26;4000;5;101;3267;85;824;45;60;44;56;51;435
KI_144;<3468, 5, 958>;True;144.2948717948718;453;5.833333333333333;100;38.46153846153846;2.5;0;48;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_145;<3468, 5, 958>;True;162.21146085552863;456;5.7142857142857144;100;56.497175141242934;1.67;0;35;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_146;<3468, 5, 958>;True;149.49852507374632;210;20;100;29.498525073746311;3.29;0;4;1;2021;72;1261;65;62;3034;9;2490;97;17;2131;56;1586;36;75;12;49;54;620
KI_147;<3468, 5, 958>;True;168.42592592592592;343;5.9259259259259256;100;62.5;1.5;0;27;1;379;75;3401;13;5;3348;6;2922;12;88;740;76;145;109;81;96;7;0;4000
KI_148;<3468, 5, 958>;True;135.76923076923077;492;5;100;30.76923076923077;3.15;0;52;1;3542;24;281;55;95;1749;5;1798;45;55;2879;54;2727;71;16;77;1;11;3105
KI_149;<3468, 5, 958>;True;131.17294900221731;490;9;100;22.172949002217297;4.41;0;20;1;2184;43;1141;40;79;3010;14;2595;78;49;3925;31;2135;31;81;84;13;43;916
KI_150;<3468, 5, 958>;True;132.20185614849189;479;9;100;23.201856148491881;4.21;0;20;1;3999;66;2648;23;46;2929;12;1445;16;70;1440;55;1844;34;23;94;23;32;1008
KI_151;<3468, 5, 958>;True;161.55405405405406;267;7.5;100;54.054054054054049;1.75;0;16;1;1187;71;1846;68;33;2746;5;2073;19;20;834;101;3299;44;61;77;65;7;601
KI_152;<3468, 5, 958>;True;116.42036124794745;555;20;80;16.420361247947454;5.99;0;10;1;2350;58;1889;47;54;3071;19;1998;63;47;2033;43;2567;54;56;53;12;76;207
KI_153;<3468, 5, 958>;True;98.695652173913047;635;20;70;8.695652173913043;11.4;0;10;1;3668;86;851;75;83;3335;18;2104;70;51;2583;49;1966;40;77;31;53;41;504
KI_154;<3468, 5, 958>;True;159.74358974358975;298;11.666666666666666;100;48.076923076923073;1.98;0;12;1;364;78;3069;18;13;3394;6;2963;7;94;685;77;286;90;79;94;15;1;3601
